Date,Rate,Source,Daily_Return,Log_Return,SMA_Short,SMA_Long,Rolling_Volatility_Annualized,Signal,Position_Change,Strategy_Position,Strategy_Daily_Return,Trade_Executed,Strategy_Equity,BuyHold_Equity
2021-03-01,10525.5,CBU.uz (official),-0.001236415325477136,-0.0012371803175359566,10531.864,10517.0326,0.01364838539415672,1,False,1.0,-0.001236415325477136,False,10010.385578881893,10003.820755254961
2021-03-02,10517.12,CBU.uz (official),-0.0007961617025318279,-0.0007964788075825536,10531.1785,10518.3862,0.01391898192334419,1,False,1.0,-0.0007961617025318279,False,10002.41569325641,9995.856096290636
2021-03-03,10500.03,CBU.uz (official),-0.0016249695734193992,-0.0016262912684802302,10529.6385,10518.9228,0.014973871286799455,1,False,1.0,-0.0016249695734193992,False,9986.162072094176,9979.613134273884
2021-03-04,10487.54,CBU.uz (official),-0.0011895204108940405,-0.0011902284518398054,10527.474,10519.2096,0.015409020147012526,1,False,1.0,-0.0011895204108940405,False,9974.283328482923,9967.742180757838
2021-03-05,10477.86,CBU.uz (official),-0.0009230000553037687,-0.0009234262821465968,10524.825499999999,10519.3028,0.015592976943476299,1,False,1.0,-0.0009230000553037687,False,9965.07706441912,9958.541954173745
2021-03-06,10477.86,CBU.uz (official),0.0,0.0,10522.177,10519.396,0.015592976943476299,1,False,1.0,0.0,False,9965.07706441912,9958.541954173745
2021-03-07,10477.86,CBU.uz (official),0.0,0.0,10519.5285,10519.4892,0.015592976943476299,1,False,1.0,0.0,False,9965.07706441912,9958.541954173745
2021-03-08,10477.86,CBU.uz (official),0.0,0.0,10516.417,10519.5824,0.015050027521351091,-1,True,1.0,0.0,False,9965.07706441912,9958.541954173745
2021-03-09,10490.65,CBU.uz (official),0.001220669106096084,0.0012199246952873976,10514.5905,10519.9314,0.015542785064544732,-1,False,-1.0,-0.0005,True,9960.09452588691,9970.698038678967
2021-03-10,10497.47,CBU.uz (official),0.0006501027105088042,0.0006498914852821359,10513.390000000001,10519.864599999999,0.01574269191672066,-1,False,-1.0,0.0,False,9960.09452588691,9977.180016499577
2021-03-11,10503.92,CBU.uz (official),0.0006144337635640706,0.0006142450764257098,10512.857,10519.9268,0.015808175281325842,-1,False,-1.0,0.0,False,9960.09452588691,9983.310332766872
2021-03-12,10513.56,CBU.uz (official),0.0009177526104540146,0.0009173317330149115,10512.806,10520.181799999998,0.016178201334369362,-1,False,-1.0,0.0,False,9960.09452588691,9992.472541885742
2021-03-13,10513.56,CBU.uz (official),0.0,0.0,10512.755000000001,10520.4368,0.016178201334369362,-1,False,-1.0,0.0,False,9960.09452588691,9992.472541885742
2021-03-14,10513.56,CBU.uz (official),0.0,0.0,10511.819500000001,10520.691799999999,0.014903708151463546,-1,False,-1.0,0.0,False,9960.09452588691,9992.472541885742
2021-03-15,10518.91,CBU.uz (official),0.0005088666446000367,0.000508737215875156,10510.282500000001,10521.0538,0.013634377860808282,-1,False,-1.0,0.0,False,9960.09452588691,9997.557377859388
2021-03-16,10528.59,CBU.uz (official),0.0009202474400864524,0.0009198242720039568,10509.589,10521.6094,0.013980348796392329,-1,False,-1.0,0.0,False,9960.09452588691,10006.75760444348
2021-03-17,10536.0,CBU.uz (official),0.0007037979444541875,0.0007035503948240162,10508.672,10521.9496,0.013576614475722013,-1,False,-1.0,0.0,False,9960.09452588691,10013.80033987614
2021-03-18,10523.63,CBU.uz (official),-0.0011740698557327622,-0.0011747596156829307,10507.927,10522.0424,0.013172714107948083,-1,False,-1.0,0.0,False,9960.09452588691,10002.043438755765
2021-03-19,10513.97,CBU.uz (official),-0.0009179342109139066,-0.0009183557705174211,10506.698999999999,10521.942,0.01350639382382596,-1,False,-1.0,0.0,False,9960.09452588691,9992.862220904284
2021-03-20,10513.97,CBU.uz (official),0.0,0.0,10505.471,10521.841600000002,0.01350639382382596,-1,False,-1.0,0.0,False,9960.09452588691,9992.862220904284
2021-03-21,10513.97,CBU.uz (official),0.0,0.0,10504.894499999999,10521.741199999999,0.012843203674752904,-1,False,-1.0,0.0,False,9960.09452588691,9992.862220904284
2021-03-22,10513.97,CBU.uz (official),0.0,0.0,10504.737,10521.640800000001,0.012540778711742232,-1,False,-1.0,0.0,False,9960.09452588691,9992.862220904284
